,fname,label,manually_verified
3318,5967bec2.wav,Fireworks,0
3319,5967f16c.wav,Keys_jangling,1
3321,597d7401.wav,Fireworks,1
3333,59f6cc23.wav,Applause,0
3339,5a290275.wav,Fireworks,0
3340,5a2ecd2d.wav,Laughter,0
3341,5a3331db.wav,Fireworks,1
3343,5a4089a3.wav,Applause,1
3344,5a4404c9.wav,Bark,0
3345,5a53e933.wav,Applause,0
3353,5a8e0ae7.wav,Fireworks,0
3358,5aa7d1d3.wav,Applause,0
3359,5aa8b633.wav,Meow,1
3360,5aabae55.wav,Bark,0
3364,5abcd00b.wav,Cowbell,0
3369,5af67072.wav,Fireworks,0
3380,5b3f44d8.wav,Applause,0
3393,5baff24a.wav,Bark,0
3396,5bbb4e42.wav,Tearing,0
3418,5c34af23.wav,Keys_jangling,1
3428,5c69ed70.wav,Applause,0
3430,5c92ea4b.wav,Tearing,0
3444,5cf03876.wav,Applause,0
3460,5d3ae8e3.wav,Keys_jangling,0
3474,5d72f4ed.wav,Keys_jangling,1
3478,5d8e2712.wav,Tearing,0
3482,5d939814.wav,Bark,0
3488,5dc063db.wav,Fireworks,1
3492,5dd6e37d.wav,Applause,0
3498,5e0b5087.wav,Applause,0
3502,5e2d18d7.wav,Fireworks,1
3505,5e4d7606.wav,Fireworks,0
3507,5e5a6215.wav,Cowbell,1
3512,5e7e75f7.wav,Applause,0
3513,5e879961.wav,Meow,1
3518,5ea18a36.wav,Meow,0
3519,5eaa4ac7.wav,Fireworks,0
3524,5ec49ef4.wav,Bark,0
3533,5f11882f.wav,Fireworks,0
3540,5f4ede60.wav,Applause,1
3557,5fc120cc.wav,Keys_jangling,0
3560,5fca79da.wav,Fireworks,0
3565,5fed8602.wav,Laughter,0
3567,600dc6d1.wav,Laughter,0
3568,600fbad3.wav,Drawer_open_or_close,0
3569,600fe305.wav,Applause,1
3572,602f68bf.wav,Tearing,0
3579,60541059.wav,Cowbell,1
3581,60691995.wav,Cowbell,0
3585,60ac28c4.wav,Drawer_open_or_close,1
3593,60f9e3ed.wav,Fireworks,0
3595,6115e8ac.wav,Fireworks,0
3608,615bc8fb.wav,Cowbell,0
3611,61618791.wav,Tearing,0
3618,6191b717.wav,Laughter,0
3621,619d8d1e.wav,Applause,0
3627,61c9c7ad.wav,Applause,1
3639,622c09a0.wav,Keys_jangling,0
3647,626f8d25.wav,Laughter,0
3656,62a22795.wav,Meow,1
3665,62ef41ab.wav,Cowbell,0
3666,62ff8e49.wav,Drawer_open_or_close,1
3668,62ffe8bd.wav,Cowbell,0
3669,63043359.wav,Meow,0
3677,63309041.wav,Laughter,1
3682,637a26b1.wav,Cowbell,1
3684,63855068.wav,Cowbell,0
3687,638ec6c8.wav,Tearing,0
3691,639cd52b.wav,Applause,0
3694,63b95f33.wav,Keys_jangling,0
3701,63d9a8eb.wav,Tearing,0
3702,63db2898.wav,Bark,0
3710,6412f485.wav,Bark,1
3717,643dfb33.wav,Fireworks,0
3718,643e4e39.wav,Fireworks,0
3725,64618683.wav,Laughter,1
3730,64851800.wav,Drawer_open_or_close,0
3733,649c7632.wav,Laughter,0
3742,64c34adb.wav,Laughter,0
3747,64de2033.wav,Bark,0
3748,64e4195e.wav,Cowbell,0
3749,64e4c75b.wav,Bark,0
3757,651940b3.wav,Tearing,0
3760,653a8a45.wav,Cowbell,1
3762,65532582.wav,Drawer_open_or_close,0
3775,65cf904e.wav,Tearing,0
3777,65d3c9a4.wav,Fireworks,0
3780,65de6350.wav,Bark,0
3782,65f60c42.wav,Applause,0
3786,6625eab7.wav,Tearing,0
3806,66af2f72.wav,Bark,0
3808,66b65fff.wav,Meow,0
3809,66b8f88f.wav,Applause,0
3815,66ccbc5f.wav,Applause,0
3822,67052549.wav,Fireworks,0
3823,67066eb2.wav,Meow,1
3824,670a1d0b.wav,Laughter,0
3831,674b6f0f.wav,Meow,0
3832,674fed1f.wav,Laughter,0
3833,675e616f.wav,Fireworks,0
3834,6760fd6d.wav,Tearing,0
3838,67c69330.wav,Bark,0
3840,67e4e043.wav,Keys_jangling,0
3848,6821edb0.wav,Drawer_open_or_close,1
3849,6823ee92.wav,Fireworks,0
3851,682cd1a9.wav,Cowbell,1
3866,689af02b.wav,Tearing,1
3867,68a5d0d1.wav,Laughter,0
3869,68ae12e2.wav,Fireworks,0
3876,68ca0f14.wav,Keys_jangling,1
3877,68d8b3fd.wav,Meow,0
3878,68ddd963.wav,Bark,0
3885,6913ad7b.wav,Applause,0
3886,691634cc.wav,Fireworks,0
3891,69243c5c.wav,Laughter,1
3892,6933a440.wav,Fireworks,0
3893,6934efec.wav,Meow,0
3897,697f33c6.wav,Laughter,0
3903,69a6c4a9.wav,Tearing,1
3905,69bbe198.wav,Fireworks,0
3917,69ea40b5.wav,Fireworks,0
3919,69f28d59.wav,Fireworks,0
3923,69fe3102.wav,Tearing,0
3928,6a0f3e43.wav,Laughter,1
3929,6a1b4c44.wav,Laughter,1
3930,6a1f0cc7.wav,Applause,0
3935,6a34c975.wav,Keys_jangling,0
3943,6a63cd35.wav,Keys_jangling,0
3952,6a887ffa.wav,Meow,1
3957,6a92ed21.wav,Drawer_open_or_close,1
3965,6aa2fe1a.wav,Tearing,0
3966,6aac58ab.wav,Keys_jangling,1
3970,6ace1661.wav,Drawer_open_or_close,1
3971,6ace943d.wav,Tearing,0
3973,6ad3a1aa.wav,Drawer_open_or_close,0
3974,6ad73ffc.wav,Applause,1
3976,6af97eab.wav,Laughter,0
3984,6b1896ab.wav,Drawer_open_or_close,0
3985,6b192226.wav,Fireworks,1
3987,6b28b873.wav,Bark,0
3995,6b6bdc93.wav,Applause,0
4003,6baf07c8.wav,Tearing,0
4009,6be65e35.wav,Tearing,0
4015,6c053100.wav,Tearing,0
4017,6c208e34.wav,Applause,0
4024,6c69e1c0.wav,Cowbell,0
4025,6c6ca429.wav,Laughter,1
4028,6c84907a.wav,Bark,0
4031,6c9269c5.wav,Fireworks,1
4035,6cb35c9d.wav,Cowbell,0
4039,6ccf7c29.wav,Meow,1
4051,6d1e1e67.wav,Applause,0
4056,6d3e8659.wav,Cowbell,1
4061,6d717c18.wav,Keys_jangling,1
4063,6d8620e6.wav,Cowbell,1
4066,6d9e7052.wav,Laughter,0
4070,6dc525e7.wav,Drawer_open_or_close,1
4071,6dc89ee7.wav,Fireworks,0
4076,6de58fec.wav,Laughter,0
4082,6e028fd5.wav,Laughter,0
4093,6e7d5f74.wav,Fireworks,1
4094,6e7ff407.wav,Laughter,0
4095,6e863d5c.wav,Keys_jangling,1
4096,6e904024.wav,Laughter,0
4098,6ea1b08a.wav,Meow,0
4103,6ebe3f62.wav,Applause,1
4110,6eebda32.wav,Laughter,0
4123,6f484851.wav,Applause,0
4124,6f6e15ce.wav,Tearing,1
4130,6f96bccc.wav,Keys_jangling,0
4132,6fab1f61.wav,Tearing,0
4137,6fcb552a.wav,Applause,0
4158,70864f97.wav,Fireworks,0
4159,708c28cd.wav,Laughter,0
4161,7096f285.wav,Meow,0
4171,70c6e930.wav,Applause,0
4177,70f22c96.wav,Fireworks,0
4179,70f8a784.wav,Keys_jangling,1
4181,70f8f833.wav,Applause,0
4182,70fb1d65.wav,Bark,0
4186,71306d72.wav,Keys_jangling,0
4187,713502f1.wav,Fireworks,0
4194,71686d95.wav,Tearing,0
4195,716e4cae.wav,Bark,0
4200,71964cc8.wav,Meow,0
4208,71ca662a.wav,Bark,0
4209,71ccd45e.wav,Applause,0
4215,71fb2237.wav,Applause,1
4227,7262a499.wav,Bark,1
4228,7272509b.wav,Cowbell,0
4229,72761275.wav,Keys_jangling,1
4240,72d85cdf.wav,Bark,0
4244,72ef8755.wav,Keys_jangling,1
4246,72f54816.wav,Laughter,0
4247,72fe0598.wav,Drawer_open_or_close,0
4252,733812ee.wav,Tearing,0
4268,738d5a2b.wav,Laughter,0
4273,73bbabf9.wav,Cowbell,1
4277,73e326ec.wav,Applause,1
4285,7413ebcb.wav,Cowbell,1
4292,7445a065.wav,Laughter,0
4296,74580db9.wav,Fireworks,0
4305,74768f2b.wav,Fireworks,0
4314,74c4526b.wav,Tearing,0
4315,74c75bde.wav,Cowbell,1
4318,74de8588.wav,Keys_jangling,1
4322,751032c2.wav,Tearing,1
4324,752c7638.wav,Laughter,0
4325,754667cd.wav,Meow,1
4327,754be109.wav,Laughter,1
4332,755e6708.wav,Fireworks,0
4336,756f3b73.wav,Keys_jangling,1
4341,758ed798.wav,Meow,0
4346,75b62674.wav,Applause,0
4359,761c61b6.wav,Drawer_open_or_close,1
4361,765339ec.wav,Bark,0
4362,7666c60c.wav,Cowbell,1
4368,76809014.wav,Tearing,1
4378,76bd2f27.wav,Laughter,1
4384,76d09788.wav,Keys_jangling,1
4390,76edf646.wav,Applause,0
4393,76ffffa8.wav,Applause,1
4397,77262330.wav,Drawer_open_or_close,1
4401,774df478.wav,Keys_jangling,0
4408,77768b75.wav,Applause,0
4413,77b4d585.wav,Fireworks,1
4416,77d93f2b.wav,Laughter,0
4422,781e81a8.wav,Fireworks,1
4429,7844453d.wav,Keys_jangling,0
4430,784920ab.wav,Applause,1
4431,7859a49a.wav,Laughter,0
4434,78697428.wav,Applause,0
4435,786b9250.wav,Drawer_open_or_close,1
4436,786e02d0.wav,Laughter,0
4437,786ee883.wav,Bark,1
4439,78760976.wav,Applause,0
4442,788d34f0.wav,Tearing,1
4449,78e952a2.wav,Laughter,1
4455,78fa599e.wav,Drawer_open_or_close,1
4460,7936731d.wav,Tearing,1
4464,794a9e40.wav,Fireworks,0
4465,794b500a.wav,Fireworks,1
4476,799055b8.wav,Meow,1
4483,79b83450.wav,Cowbell,0
4489,79cc9b98.wav,Meow,0
4491,79d44891.wav,Laughter,0
4492,79db26c2.wav,Applause,0
4493,79e22357.wav,Fireworks,0
4494,79e99e49.wav,Fireworks,1
4498,79fdfdb8.wav,Keys_jangling,0
4500,7a0c3dfe.wav,Applause,0
4504,7a37c028.wav,Fireworks,0
4505,7a392ab8.wav,Fireworks,1
4507,7a3f81e2.wav,Tearing,0
4511,7a47fd86.wav,Tearing,0
4512,7a515659.wav,Meow,1
4517,7a6d71fc.wav,Meow,0
4518,7a6e15bd.wav,Laughter,0
4533,7ab5800d.wav,Meow,1
4550,7afbf017.wav,Bark,0
4559,7b4d4b59.wav,Applause,0
4564,7b631ab5.wav,Tearing,1
4568,7b6f44ff.wav,Meow,0
4571,7b859d4e.wav,Laughter,0
4573,7b8e73b7.wav,Fireworks,1
4574,7b9a02a0.wav,Laughter,0
4577,7ba87647.wav,Tearing,0
4582,7bbc5503.wav,Tearing,1
4586,7bd01506.wav,Applause,0
4589,7c07d9a2.wav,Tearing,0
4594,7c335009.wav,Laughter,0
4599,7c7fea83.wav,Fireworks,0
4605,7c98f063.wav,Cowbell,0
4608,7ca8edbe.wav,Applause,0
4609,7cade848.wav,Tearing,0
4612,7cb16dca.wav,Drawer_open_or_close,1
4616,7cd36ab9.wav,Fireworks,1
4617,7cd52ca6.wav,Laughter,0
4618,7cf2c161.wav,Keys_jangling,1
4624,7d13cc12.wav,Keys_jangling,1
4633,7d46df5d.wav,Applause,1
4634,7d4963eb.wav,Applause,1
4635,7d4c5e77.wav,Meow,0
4638,7d639c49.wav,Keys_jangling,0
4653,7df9bc8d.wav,Tearing,0
4661,7e3411ef.wav,Bark,0
4671,7e75301b.wav,Applause,0
4674,7e88dc0b.wav,Fireworks,0
4676,7e902870.wav,Fireworks,0
4680,7eb29109.wav,Laughter,0
4684,7ec550df.wav,Fireworks,0
4690,7edbc698.wav,Fireworks,0
4702,7f28550a.wav,Applause,0
4710,7f60f335.wav,Laughter,1
4712,7f70f1a1.wav,Bark,1
4717,7f8acf3b.wav,Applause,0
4719,7fa57f89.wav,Applause,0
4723,7fbb70f7.wav,Drawer_open_or_close,0
4725,7fd46eaa.wav,Meow,0
4726,7fd7030d.wav,Tearing,0
4727,7fd75c5b.wav,Cowbell,0
4731,7ff6d11c.wav,Fireworks,0
4739,802a3f2a.wav,Fireworks,1
4741,80536499.wav,Tearing,1
4755,80947bcf.wav,Drawer_open_or_close,0
4758,80a3da4a.wav,Bark,0
4759,80b495a8.wav,Tearing,1
4768,80df55dc.wav,Laughter,0
4769,80e2a525.wav,Drawer_open_or_close,0
4774,810015c2.wav,Tearing,0
4781,81345b23.wav,Tearing,0
4782,813817a5.wav,Laughter,0
4784,813ea098.wav,Applause,0
4786,815f1827.wav,Fireworks,0
4789,817c5d68.wav,Drawer_open_or_close,1
4792,81982d20.wav,Bark,0
4793,819c9993.wav,Fireworks,0
4795,81a8919b.wav,Laughter,1
4799,81c569b4.wav,Fireworks,1
4803,81d516e0.wav,Meow,1
4809,81debe3a.wav,Bark,0
4831,824ec543.wav,Drawer_open_or_close,0
4832,825a9c77.wav,Applause,0
4833,825d767e.wav,Tearing,0
4850,82d058e2.wav,Fireworks,0
4860,82f235fc.wav,Drawer_open_or_close,0
4873,8343332e.wav,Tearing,1
4877,83600384.wav,Bark,0
4881,8393f945.wav,Laughter,0
4890,83c3d42b.wav,Fireworks,1
4896,83f17580.wav,Applause,0
4899,84298f51.wav,Tearing,0
4908,848299ba.wav,Cowbell,0
4913,849b45e8.wav,Applause,0
4915,84a731ba.wav,Drawer_open_or_close,1
4917,84a94600.wav,Drawer_open_or_close,1
4921,84c51120.wav,Tearing,0
4932,851eef4a.wav,Fireworks,1
4933,85283172.wav,Bark,0
4934,85313bfa.wav,Meow,0
4940,8545f769.wav,Tearing,0
4942,85516706.wav,Applause,1
4943,85558d98.wav,Laughter,0
4945,856c065c.wav,Keys_jangling,0
4952,858c074f.wav,Laughter,0
4955,85a9afc9.wav,Cowbell,0
4974,8606ec28.wav,Bark,1
4978,862dfdbc.wav,Cowbell,0
4981,864b28d3.wav,Fireworks,0
4986,86692bfd.wav,Bark,1
4989,868622f3.wav,Laughter,0
4993,86bb7902.wav,Applause,0
4995,86df2de7.wav,Drawer_open_or_close,0
4996,86e11409.wav,Fireworks,0
4998,86e9e5a2.wav,Keys_jangling,1
5000,86fac849.wav,Laughter,1
5005,87192927.wav,Applause,0
5006,871c860e.wav,Bark,0
5010,8755f4f5.wav,Laughter,0
5012,8767dfe3.wav,Laughter,0
5013,876cd66b.wav,Meow,0
5021,87a12c75.wav,Bark,1
5026,87f61fc5.wav,Tearing,0
5028,87fc1fad.wav,Applause,1
5033,881ef01f.wav,Fireworks,1
5041,8861d942.wav,Tearing,0
5044,886f3b89.wav,Tearing,0
5048,888cff5e.wav,Drawer_open_or_close,0
5055,88dbcd44.wav,Keys_jangling,1
5057,88e792b8.wav,Laughter,1
5058,88e99f1c.wav,Laughter,0
5071,89515baf.wav,Meow,1
5072,8952eee3.wav,Laughter,0
5078,898a757e.wav,Applause,0
5080,899eb17b.wav,Applause,0
5082,89a645fe.wav,Tearing,0
5091,89da251b.wav,Fireworks,0
5092,89e2578a.wav,Applause,0
5093,89e543b0.wav,Laughter,0
5098,8a11b736.wav,Laughter,0
5099,8a13412a.wav,Tearing,0
5101,8a364f26.wav,Applause,1
5105,8a4fce15.wav,Fireworks,0
5110,8a739529.wav,Cowbell,0
5114,8a9c77de.wav,Bark,0
5116,8aab3694.wav,Cowbell,1
5120,8ae50c6c.wav,Fireworks,1
5134,8b5798fc.wav,Laughter,0
5148,8bc9a0b0.wav,Keys_jangling,0
5151,8bd786e4.wav,Tearing,0
5153,8bdab359.wav,Fireworks,0
5154,8bf04217.wav,Applause,0
5160,8c1a31cf.wav,Applause,0
5165,8c3c2bee.wav,Tearing,0
5167,8c4c25d9.wav,Laughter,1
5169,8c4e655a.wav,Fireworks,0
5171,8c593c6e.wav,Fireworks,0
5172,8c5de0f8.wav,Meow,0
5183,8c9db47d.wav,Drawer_open_or_close,0
5187,8cc7897c.wav,Bark,1
5196,8d089129.wav,Bark,0
5199,8d1c02e7.wav,Tearing,0
5203,8d3a58d0.wav,Tearing,1
5210,8d50a022.wav,Bark,0
5222,8d7e73e0.wav,Fireworks,0
5223,8d8a80b5.wav,Cowbell,1
5232,8dccb289.wav,Keys_jangling,1
5235,8dde6929.wav,Applause,1
5236,8de17a01.wav,Drawer_open_or_close,0
5242,8e07e2e1.wav,Bark,1
5245,8e112616.wav,Tearing,0
5260,8e58f5e5.wav,Bark,1
5274,8eb59f72.wav,Fireworks,0
5279,8f02b1f2.wav,Tearing,1
5281,8f0a4562.wav,Bark,1
5289,8f399fa2.wav,Tearing,0
5292,8f4643d4.wav,Cowbell,0
5295,8f5e0b34.wav,Applause,0
5330,909a890d.wav,Keys_jangling,0
5343,911a824f.wav,Drawer_open_or_close,1
5345,91293e97.wav,Tearing,0
5362,917940e7.wav,Laughter,1
5375,92076449.wav,Fireworks,0
5376,9208fc8a.wav,Laughter,0
5383,92302987.wav,Tearing,0
5384,9242007f.wav,Laughter,1
5386,924ce025.wav,Drawer_open_or_close,0
5392,9267faa4.wav,Applause,0
5394,92729afd.wav,Tearing,0
5398,92985f1d.wav,Tearing,0
5399,9299a3f6.wav,Tearing,0
5400,92a6a9e7.wav,Bark,0
5402,92c1d241.wav,Laughter,1
5403,92d6bb08.wav,Keys_jangling,1
5404,92dddeca.wav,Drawer_open_or_close,0
5405,92ed10c3.wav,Keys_jangling,1
5407,92fd0236.wav,Bark,0
5410,930742b0.wav,Keys_jangling,1
5420,9325ce28.wav,Bark,0
5421,932d89f6.wav,Cowbell,0
5423,933db9eb.wav,Applause,0
5425,93471679.wav,Laughter,0
5427,936bdcd7.wav,Bark,0
5431,93a6ff48.wav,Laughter,0
5436,93f3706a.wav,Applause,0
5437,93f8fb1a.wav,Applause,0
5442,9417a0cd.wav,Meow,1
5446,944a111e.wav,Drawer_open_or_close,1
5451,9464646f.wav,Fireworks,0
5455,9482ce36.wav,Cowbell,1
5465,94c40c36.wav,Fireworks,0
5467,94d302ef.wav,Bark,1
5469,94f7e531.wav,Keys_jangling,1
5474,952530cd.wav,Laughter,0
5488,956e0d7b.wav,Applause,0
5496,95a241e8.wav,Laughter,0
5498,95a6c975.wav,Meow,0
5501,95bdca45.wav,Laughter,0
5507,95f1322c.wav,Applause,0
5512,9622a7b7.wav,Drawer_open_or_close,0
5513,9628f165.wav,Bark,0
5515,9635b5e1.wav,Cowbell,1
5520,9656f532.wav,Bark,0
5522,9663a64a.wav,Applause,0
5534,96a05522.wav,Keys_jangling,1
5537,96b36461.wav,Drawer_open_or_close,1
5541,96d2ea0b.wav,Tearing,0
5545,96df59a4.wav,Laughter,1
5552,96f9fc95.wav,Fireworks,0
5558,972a4b10.wav,Applause,1
5564,975fe58b.wav,Drawer_open_or_close,1
5570,978e0a19.wav,Applause,0
5572,979b3c65.wav,Drawer_open_or_close,0
5576,97b26273.wav,Fireworks,0
5584,98155566.wav,Laughter,0
5589,98333c50.wav,Cowbell,1
5591,9840f8a8.wav,Fireworks,0
5596,98744c9c.wav,Drawer_open_or_close,1
5618,990f8e83.wav,Drawer_open_or_close,0
5623,992c8909.wav,Fireworks,0
5628,99680597.wav,Bark,0
5632,9988cb57.wav,Laughter,1
5635,99b03726.wav,Meow,1
5637,99b6b48a.wav,Meow,1
5638,99b72d43.wav,Fireworks,0
5642,99cffa38.wav,Keys_jangling,0
5645,99e1fe85.wav,Cowbell,0
5648,99ef0ba9.wav,Laughter,0
5651,9a07d892.wav,Applause,0
5657,9a32a055.wav,Cowbell,1
5662,9a513935.wav,Cowbell,1
5667,9a6a9cff.wav,Applause,1
5679,9ab8ad15.wav,Applause,1
5681,9ad76285.wav,Applause,0
5686,9b1c956a.wav,Drawer_open_or_close,0
5687,9b1ede13.wav,Laughter,1
5690,9b35a012.wav,Tearing,0
5694,9b3d83ed.wav,Applause,0
5695,9b3dfe43.wav,Tearing,0
5696,9b3ec9e8.wav,Applause,0
5698,9b51a5b5.wav,Tearing,0
5699,9b529b99.wav,Applause,0
5702,9b68cb7e.wav,Fireworks,0
5704,9b7ef58b.wav,Applause,1
5707,9bccae2b.wav,Applause,0
5710,9bd2ef2e.wav,Tearing,0
5714,9beefea5.wav,Keys_jangling,0
5716,9bf40e11.wav,Bark,1
5720,9c0cf859.wav,Meow,1
5728,9c4a2e2c.wav,Applause,0
5734,9c87b2a0.wav,Cowbell,0
5736,9c91c331.wav,Fireworks,1
5740,9ca86e5e.wav,Applause,0
5748,9cdfc973.wav,Drawer_open_or_close,1
5752,9cf0cf51.wav,Laughter,0
5753,9cf3b168.wav,Laughter,0
5756,9d03c79b.wav,Cowbell,1
5757,9d04b931.wav,Tearing,0
5761,9d26beb5.wav,Applause,0
5764,9d362e9a.wav,Applause,0
5765,9d365a21.wav,Applause,0
5770,9d59a719.wav,Applause,1
5772,9d5cbd33.wav,Keys_jangling,1
5775,9d868658.wav,Laughter,1
5787,9deab5af.wav,Laughter,0
5797,9e1ed2eb.wav,Bark,1
5799,9e34f36f.wav,Drawer_open_or_close,1
5805,9e582774.wav,Drawer_open_or_close,0
5815,9eaf6998.wav,Keys_jangling,0
5824,9ef88864.wav,Fireworks,0
5827,9f0e3750.wav,Laughter,1
5828,9f2a9d7b.wav,Fireworks,1
5836,9f436c6d.wav,Laughter,0
5839,9f6070d8.wav,Bark,0
5859,9fdecb3f.wav,Fireworks,0
5860,9fe17d08.wav,Fireworks,1
5864,a00037dc.wav,Cowbell,1
5865,a007b3ad.wav,Keys_jangling,1
5866,a0099bc5.wav,Tearing,0
5879,a064e93f.wav,Tearing,1
5880,a067129f.wav,Fireworks,1
5881,a0673b37.wav,Applause,0
5885,a0715eb8.wav,Meow,0
5886,a0729ab0.wav,Laughter,0
5890,a0b4339c.wav,Drawer_open_or_close,0
5892,a0c6e034.wav,Applause,0
5896,a0eb3d76.wav,Bark,0
5899,a10dbb12.wav,Fireworks,0
5902,a1173189.wav,Laughter,0
5903,a11ec8fc.wav,Drawer_open_or_close,0
5908,a13d958c.wav,Cowbell,1
5910,a146cb0d.wav,Meow,1
5911,a14bd62a.wav,Meow,0
5916,a1708a01.wav,Applause,0
5920,a187f5bf.wav,Cowbell,1
5927,a1a68f8d.wav,Keys_jangling,1
5934,a1d3c139.wav,Tearing,0
5935,a1d5a86b.wav,Tearing,1
5938,a1e6c805.wav,Meow,1
5941,a1f6ca4f.wav,Tearing,0
5946,a21f035a.wav,Keys_jangling,1
5948,a22eb75a.wav,Bark,0
5950,a23522e9.wav,Tearing,0
5952,a245fe0e.wav,Tearing,0
5964,a2728896.wav,Cowbell,1
5967,a2a0187a.wav,Bark,0
5968,a2a95496.wav,Bark,1
5969,a2abaed4.wav,Meow,1
5974,a2d8cc0e.wav,Fireworks,0
5979,a309ddda.wav,Fireworks,0
5983,a3188de5.wav,Drawer_open_or_close,0
5992,a34ae758.wav,Fireworks,0
5995,a3567996.wav,Keys_jangling,1
5996,a35d3295.wav,Applause,0
6007,a3a07045.wav,Keys_jangling,0
6009,a3b70491.wav,Laughter,0
6010,a3b96c0e.wav,Keys_jangling,0
6014,a3cd0979.wav,Keys_jangling,0
6017,a3dc39d8.wav,Fireworks,0
6018,a3f07a73.wav,Laughter,0
6020,a3ffed68.wav,Applause,0
6023,a4252c0a.wav,Laughter,0
6030,a4440d35.wav,Cowbell,1
6032,a46931cf.wav,Applause,0
6039,a49d8f2d.wav,Bark,0
6040,a4a85573.wav,Applause,0
6047,a4da36e1.wav,Laughter,0
6053,a50b86f7.wav,Tearing,1
6054,a50be6d7.wav,Tearing,0
6055,a50e8a8c.wav,Cowbell,1
6065,a5736387.wav,Bark,1
6073,a5a1cee2.wav,Laughter,0
6075,a5a7b9a9.wav,Applause,1
6078,a5b893e6.wav,Meow,0
6079,a5bbd485.wav,Laughter,0
6086,a5e5afb0.wav,Tearing,0
6093,a60a1df6.wav,Laughter,0
6094,a611d977.wav,Fireworks,0
6096,a623039e.wav,Fireworks,0
6100,a62eee5d.wav,Cowbell,1
6105,a646868c.wav,Bark,0
6109,a6526124.wav,Meow,1
6113,a673dad1.wav,Applause,0
6115,a69beea0.wav,Applause,0
6117,a6ae8261.wav,Cowbell,1
6124,a6f0d768.wav,Keys_jangling,0
6126,a7052b82.wav,Drawer_open_or_close,0
6130,a71be505.wav,Tearing,0
6132,a7461213.wav,Tearing,0
6136,a77c8c00.wav,Bark,0
6143,a7a03d8b.wav,Laughter,0
6149,a7cd6a8d.wav,Fireworks,1
6154,a7fa6021.wav,Tearing,0
6161,a84de09c.wav,Cowbell,1
6165,a8639592.wav,Tearing,0
6173,a87b41ad.wav,Tearing,0
6175,a88419f1.wav,Keys_jangling,0
6176,a8854397.wav,Laughter,0
6188,a8f02144.wav,Drawer_open_or_close,0
6193,a93557a8.wav,Cowbell,1
6194,a940d6a8.wav,Tearing,0
6196,a94a1787.wav,Meow,0
6197,a94cf75c.wav,Fireworks,0
6201,a95e1a08.wav,Tearing,1
6202,a9812fbd.wav,Bark,0
6207,a9be5059.wav,Bark,0
6212,a9f2c5a8.wav,Keys_jangling,1
6224,aa5bf7d3.wav,Bark,1
6227,aa813cb9.wav,Laughter,1
6233,aaafd35a.wav,Keys_jangling,0
6237,aac2cd6e.wav,Meow,1
6239,aacbd637.wav,Laughter,1
6246,aaf32210.wav,Meow,0
6251,ab0b97e0.wav,Fireworks,0
6253,ab1279e3.wav,Tearing,0
6256,ab29ee26.wav,Fireworks,1
6258,ab35fb1c.wav,Meow,0
6261,ab48f302.wav,Laughter,0
6264,ab6bfce9.wav,Meow,0
6267,aba09cf2.wav,Tearing,0
6272,abca8376.wav,Fireworks,0
6274,abd3d6f4.wav,Applause,1
6279,abeb16ee.wav,Tearing,0
6280,abf52b5c.wav,Bark,0
6289,ac33d962.wav,Keys_jangling,1
6291,ac36d6ae.wav,Applause,0
6297,ac63f54d.wav,Keys_jangling,0
6307,acae415b.wav,Applause,1
6316,accdf31f.wav,Tearing,0
6319,acde93b5.wav,Laughter,0
6322,ace78db8.wav,Bark,0
6331,ad2bb540.wav,Applause,1
6333,ad4200e4.wav,Drawer_open_or_close,1
6348,adbf981b.wav,Applause,0
6351,adeff5f1.wav,Applause,0
6353,adf374f7.wav,Applause,0
6355,ae046a29.wav,Bark,1
6360,ae1d4a4b.wav,Meow,1
6373,ae6dc552.wav,Applause,0
6385,aea3d36d.wav,Bark,0
6391,aed229aa.wav,Keys_jangling,1
6398,aef57ade.wav,Cowbell,0
6407,af24f6eb.wav,Tearing,1
6410,af332bc7.wav,Applause,0
6412,af385e76.wav,Fireworks,0
6417,af525d74.wav,Laughter,1
6425,af8b691d.wav,Fireworks,0
6428,afa00136.wav,Cowbell,0
6434,afcfff7c.wav,Cowbell,1
6435,afd24fef.wav,Laughter,0
6439,aff36438.wav,Fireworks,0
6448,b03249fe.wav,Tearing,0
6451,b03e05a6.wav,Bark,1
6454,b04f0f8a.wav,Laughter,1
6456,b0545db1.wav,Fireworks,1
6477,b103d3b5.wav,Bark,0
6478,b1085f23.wav,Tearing,0
6479,b1128ed8.wav,Tearing,0
6482,b119181e.wav,Cowbell,1
6493,b15db778.wav,Keys_jangling,1
6506,b1e3de31.wav,Meow,0
6507,b1e56287.wav,Keys_jangling,0
6508,b1f019c4.wav,Fireworks,0
6509,b1f1177a.wav,Tearing,0
6511,b206d981.wav,Meow,0
6519,b243a9f8.wav,Fireworks,0
6525,b2789d97.wav,Fireworks,0
6528,b2ae3465.wav,Fireworks,0
6529,b2ba9028.wav,Meow,0
6530,b2c3d2d3.wav,Applause,0
6534,b2cc1d8b.wav,Tearing,1
6540,b307c487.wav,Keys_jangling,0
6551,b34a9fd6.wav,Drawer_open_or_close,0
6560,b389c99c.wav,Cowbell,0
6563,b393db3a.wav,Cowbell,0
6566,b39e7571.wav,Fireworks,0
6567,b3a24d4b.wav,Cowbell,1
6573,b3c8c704.wav,Applause,0
6576,b3d33a56.wav,Laughter,0
